GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "42000","Pennsylvania",2,SAGDP5N,1,"...","All industry total ","Thousands of dollars",-1249752,-1187553,-1237691,-1250410,-1371767,-1411894,-1632888,-1558371,-1791753,-1687229,-1532858,-1578857,-1945933,-1919986,-2170131,-1989616,-1978479,-1859505,-1797094,-1889426,-1938347,-1990353,-2002764,-24314623,-20596822,-4326960,-3535048
 "42000","Pennsylvania",2,SAGDP5N,2,"..."," Private industries ","Thousands of dollars",-603840,-644930,-721479,-749978,-834098,-768744,-945000,-843276,-1057019,-937903,-807721,-871184,-1175576,-1116383,-1286765,-1195884,-1167884,-1063958,-1021781,-1044933,-1112930,-1099675,-1116638,-22721103,-19027210,-2380350,-2038758
 "42000","Pennsylvania",2,SAGDP5N,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",-30083,-38811,-82654,-127152,-92236,-112187,-157521,-78025,-120226,-114901,-68848,-73831,-137292,-69000,-62465,-98241,-76333,-44220,-54218,-68008,-77541,-82822,-162386,-615282,-303031,-116374,-146163
 "42000","Pennsylvania",2,SAGDP5N,4,"111-112","   Farms ","Thousands of dollars",-30083,-38811,-82654,-127152,-92236,-112187,-157521,-78025,-120226,-114901,-68848,-73831,-137292,-69000,-62465,-98241,-76333,-44220,-54218,-68008,-77541,-82822,-162386,-579725,-288602,-116347,-146163
 "42000","Pennsylvania",2,SAGDP5N,5,"113-115","   Forestry, fishing, and related activities ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35557,-14429,-27,0
 "42000","Pennsylvania",2,SAGDP5N,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-124546,-92195,-274,0
 "42000","Pennsylvania",2,SAGDP5N,7,"211","   Oil and gas extraction ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9598,-32299,-78,0
 "42000","Pennsylvania",2,SAGDP5N,8,"212","   Mining (except oil and gas) ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53078,-16680,-53,0
 "42000","Pennsylvania",2,SAGDP5N,9,"213","   Support activities for mining ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61870,-43216,-143,0
 "42000","Pennsylvania",2,SAGDP5N,10,"22","  Utilities ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35581,-31363,-443,0
 "42000","Pennsylvania",2,SAGDP5N,11,"23","  Construction ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2385744,-1380439,-2790,0
 "42000","Pennsylvania",2,SAGDP5N,12,"31-33","  Manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,-304,-164,-7158,-17994,-56046,-70114,-54526,-24996,-27346,-18633,-17223,-18984,-16908,-19029,-2322499,-1683234,-24902,-28898
 "42000","Pennsylvania",2,SAGDP5N,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,-7008,-16771,-53369,-64576,-49210,-22302,-18325,-17124,-15809,-17570,-15503,-17924,-1562705,-994380,-23182,-27138
 "42000","Pennsylvania",2,SAGDP5N,14,"321","    Wood product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105419,-55338,-41,0
 "42000","Pennsylvania",2,SAGDP5N,15,"327","    Nonmetallic mineral product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82777,-36852,0,0
 "42000","Pennsylvania",2,SAGDP5N,16,"331","    Primary metal manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-111935,-80949,0,0
 "42000","Pennsylvania",2,SAGDP5N,17,"332","    Fabricated metal product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-523615,-250665,-138,0
 "42000","Pennsylvania",2,SAGDP5N,18,"333","    Machinery manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-280685,-115247,-53,0
 "42000","Pennsylvania",2,SAGDP5N,19,"334","    Computer and electronic product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-110637,-60308,-27,0
 "42000","Pennsylvania",2,SAGDP5N,20,"335","    Electrical equipment, appliance, and component manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,-7008,-16771,-53369,-64576,-49210,-22302,-18325,-17124,-15809,-17570,-15503,-17924,-95930,-64307,-22773,-27138
 "42000","Pennsylvania",2,SAGDP5N,21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19496,-45387,0,0
 "42000","Pennsylvania",2,SAGDP5N,22,"3364-3466,3369","    Other transportation equipment manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49587,-73052,0,0
 "42000","Pennsylvania",2,SAGDP5N,23,"337","    Furniture and related product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55995,-59964,-41,0
 "42000","Pennsylvania",2,SAGDP5N,24,"339","    Miscellaneous manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126629,-152311,-108,0
 "42000","Pennsylvania",2,SAGDP5N,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,-304,-164,-150,-1223,-2678,-5537,-5315,-2695,-9021,-1509,-1414,-1414,-1405,-1105,-759793,-688854,-1720,-1761
 "42000","Pennsylvania",2,SAGDP5N,26,"311-312","    Food and beverage and tobacco product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-243501,-272590,-31,0
 "42000","Pennsylvania",2,SAGDP5N,27,"313-314","    Textile mills and textile product mills ","Thousands of dollars",0,0,0,0,0,0,0,0,0,-304,-164,-150,-181,-155,-139,-153,-155,-159,-820,-747,-702,-748,-658,-10887,-9541,-434,-495
 "42000","Pennsylvania",2,SAGDP5N,28,"315-316","    Apparel, leather, and allied product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61314,-35800,-33,0
 "42000","Pennsylvania",2,SAGDP5N,29,"322","    Paper manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57976,-29153,0,0
 "42000","Pennsylvania",2,SAGDP5N,30,"323","    Printing and related support activities ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117276,-98026,-44,0
 "42000","Pennsylvania",2,SAGDP5N,31,"324","    Petroleum and coal products manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-315,-1789,-459,-3638,-590,-6695,0,0,0,0,0,-25270,-10927,0,0
 "42000","Pennsylvania",2,SAGDP5N,32,"325","    Chemical manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-727,-734,-4939,-1525,-1949,-2166,-689,-666,-712,-657,-447,-133512,-155187,-1123,-1266
 "42000","Pennsylvania",2,SAGDP5N,33,"326","    Plastics and rubber products manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-110057,-77629,-56,0
 "42000","Pennsylvania",2,SAGDP5N,34,"42","  Wholesale trade ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-877096,-414929,-416,0
 "42000","Pennsylvania",2,SAGDP5N,35,"44-45","  Retail trade ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-118878,-12705,-120,0,0,0,0,0,0,0,0,-2083482,-2018257,-3329,0
 "42000","Pennsylvania",2,SAGDP5N,36,"48-49","  Transportation and warehousing ","Thousands of dollars",-121278,-95313,-112814,-117795,-257454,-156641,-214116,-167558,-178770,-177995,-159058,-200250,-255512,-303524,-230979,-183632,-183450,-173742,-181483,-190078,-227334,-260687,-221070,-1220284,-1170210,-249251,-336812
 "42000","Pennsylvania",2,SAGDP5N,37,"481","   Air transportation ","Thousands of dollars",-601,30,0,-30,-151040,-4806,-75550,-511,-1832,-2794,-2824,-4236,-5137,-6158,-7089,-7780,-7029,-6579,-7210,-4650,-4850,-4600,-5649,-308401,-338732,-13492,-6367
 "42000","Pennsylvania",2,SAGDP5N,38,"482","   Rail transportation ","Thousands of dollars",-116281,-93809,-112160,-116659,-103508,-146857,-134819,-156697,-171205,-166742,-151606,-192883,-246309,-295851,-222361,-173047,-175741,-166848,-174088,-184681,-222215,-255943,-215328,-331592,-405176,-234195,-330266
 "42000","Pennsylvania",2,SAGDP5N,39,"483","   Water transportation ","Thousands of dollars",-4396,-1534,-654,-1106,-2906,-4978,-3612,-9465,-4897,-6223,-4066,-2522,-3803,-1516,-1528,-2804,-680,-315,-185,-747,-270,-143,-93,-6852,-12439,-155,-179
 "42000","Pennsylvania",2,SAGDP5N,40,"484","   Truck transportation ","Thousands of dollars",0,0,0,0,0,0,-136,-886,-836,-2236,-562,-609,-263,0,0,0,0,0,0,0,0,0,0,-342212,-124656,-551,0
 "42000","Pennsylvania",2,SAGDP5N,41,"485","   Transit and ground passenger transportation ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66483,-158988,-507,0
 "42000","Pennsylvania",2,SAGDP5N,42,"486","   Pipeline transportation ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10870,-1616,0,0
 "42000","Pennsylvania",2,SAGDP5N,43,"487-488,492","   Other transportation and support activities ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-124136,-77066,-338,0
 "42000","Pennsylvania",2,SAGDP5N,44,"493","   Warehousing and storage ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29737,-51535,-13,0
 "42000","Pennsylvania",2,SAGDP5N,45,"51","  Information ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-1963,-5931,-26736,-42920,-21896,-4717,-4769,241,-528,-255,-339,-385599,-210788,-8256,0
 "42000","Pennsylvania",2,SAGDP5N,46,"511","   Publishing industries (except Internet) ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-187517,-75042,-187,0
 "42000","Pennsylvania",2,SAGDP5N,47,"512","   Motion picture and sound recording industries ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27115,-51125,-7900,0
 "42000","Pennsylvania",2,SAGDP5N,48,"515,517","   Broadcasting (except Internet) and telecommunications ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-1963,-5931,-26736,-42920,-21896,-4717,-4769,241,-528,-255,-339,-47228,-45235,-91,0
 "42000","Pennsylvania",2,SAGDP5N,49,"518-519","   Data processing, hosting, and other information services ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123739,-39386,-78,0
